iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3361,0.395,0.20965,-0.60797,0.064259,0.013536,0.56787,-2.852363,0.455685,8.840919,80.0,0.3,31.96,2557,812,0.759,0.616,3.386,114.4
1,5875,,0.18538,-0.64862,0.006943,0.003219,0.966802,-0.046787,0.216517,2.120806,57.303,0.29667,31.26,1925,597,0.7633,0.5918,3.64,194.8
2,8584,,0.16945,-0.69376,0.000195,0.005092,1.060832,-0.000669,0.138218,1.65666,47.727,0.29333,30.77,1986,731,0.731,0.6821,3.489,282.9
3,11608,,0.10868,-0.81031,-0.001373,0.00336,1.239877,-0.001367,0.027517,2.037339,96.552,0.29,31.24,2147,885,0.7081,0.623,4.201,379.7
4,14422,,0.08088,-0.87041,-0.001658,0.004361,1.210768,0.000852,0.073631,1.420773,73.256,0.28667,32.25,2021,801,0.7162,0.6273,4.002,467.0
5,16372,,0.07796,-0.87385,-0.004189,0.006935,1.293657,0.00349,0.046398,1.382085,70.588,0.28333,32.15,1384,574,0.7068,0.6036,4.438,527.6
6,18955,,0.09103,-0.85693,0.004544,0.003443,1.225107,0.000979,0.039877,1.36713,64.286,0.28,31.96,1829,762,0.7059,0.6375,4.023,608.5
7,21703,,0.08064,-0.87819,-0.004735,0.003931,1.262989,0.002873,0.032931,1.371184,83.133,0.27667,31.42,1915,841,0.6948,0.6094,4.273,696.0
8,22855,,0.03242,-0.96001,-0.00308,0.009311,1.267122,0.00466,0.061921,1.450345,58.537,0.27333,31.9,884,276,0.7621,0.6563,4.189,732.1
9,25321,,0.06354,-0.90642,-0.009591,0.002554,1.257042,0.005377,0.087048,1.353889,66.667,0.27,31.94,1800,674,0.7276,0.614,4.247,809.3
10,27539,0.6699999999999999,0.11453,-0.79326,-0.001956,0.004786,1.313728,0.000126,0.002025,1.273447,78.75,0.26667,31.94,1588,638,0.7134,0.6068,4.456,898.4
11,29800,,0.106,-0.82967,-0.002721,0.005327,1.212861,0.001327,0.021849,1.37124,68.354,0.26333,31.97,1580,689,0.6963,0.665,3.914,969.1
12,32580,,0.08082,-0.88032,-0.00345,0.002355,1.219154,0.003867,0.065799,1.590107,73.077,0.26,31.76,1949,839,0.6991,0.6169,3.988,1056.7
13,35369,,0.17348,-0.69054,-0.003807,0.002579,1.143823,0.002217,0.050547,1.477614,89.61,0.25667,32.04,1906,891,0.6814,0.6659,3.693,1143.7
14,38338,,0.14344,-0.76008,-0.006197,0.00231,1.131337,0.005568,0.071437,1.574865,90.789,0.25333,32.45,1959,1018,0.658,0.6624,3.731,1235.2
15,41484,,0.11322,-0.79736,-0.005164,0.002457,1.16038,0.002497,0.058964,1.546749,96.0,0.25,32.25,2168,986,0.6874,0.6595,3.862,1332.8
16,44376,,0.14092,-0.74783,-0.005272,0.003284,1.143191,0.007161,0.118433,1.532034,68.919,0.24667,31.75,1950,950,0.6724,0.6243,3.786,1423.9
17,46557,,0.10127,-0.81593,-0.022399,0.002293,1.135839,0.00432,0.025608,1.359814,73.973,0.24333,32.51,1523,666,0.6958,0.6609,3.633,1491.0
18,48142,,0.12051,-0.8175,-0.007365,0.003667,1.125906,0.005151,0.067778,1.311929,70.833,0.24,32.0,1106,487,0.6943,0.6603,3.751,1540.6
19,50767,,0.08205,-0.86361,-0.002996,0.001584,1.228035,-0.005823,0.005453,1.338929,88.732,0.23667,31.66,1873,760,0.7114,0.6298,4.167,1623.5
20,53349,0.585,0.09401,-0.83574,-0.003944,0.001397,1.172807,0.0051,0.032422,1.375608,132.857,0.23333,31.93,1804,786,0.6965,0.6348,3.9,1722.5
21,56652,,0.10778,-0.8141,0.000899,0.00129,1.256944,0.00069,0.017753,1.386983,139.13,0.23,31.49,2365,946,0.7143,0.574,4.352,1827.4
22,58295,,0.04708,-0.94023,-0.003432,0.001714,1.205995,0.005028,0.076975,1.374587,70.588,0.22667,32.51,1240,411,0.7511,0.6632,3.935,1878.0
23,61521,,0.10739,-0.81785,-0.002066,0.000688,1.233761,0.003022,0.009908,1.292442,147.761,0.22333,31.99,2195,1039,0.6787,0.6064,4.179,1978.8
24,64736,,0.10766,-0.80846,-0.000947,0.000802,1.143605,0.005187,0.030803,1.359776,95.455,0.22,31.29,2215,1008,0.6872,0.629,3.745,2081.6
25,66715,,0.07562,-0.86996,-0.00527,0.000848,1.1778,0.002165,0.054423,1.475157,69.231,0.21667,31.39,1423,564,0.7162,0.6763,3.829,2144.7
26,69822,,0.10285,-0.81927,0.000171,0.000804,1.157113,0.002711,0.051452,1.428955,98.438,0.21333,32.23,2137,978,0.686,0.6502,3.8,2241.1
27,72787,,0.11161,-0.8147,-0.005409,0.000579,1.286254,0.005342,0.077288,1.477552,138.095,0.21,32.2,2021,952,0.6798,0.5669,4.632,2333.2
28,75784,,0.14196,-0.75395,-0.003455,0.000567,1.18044,0.00308,0.049768,1.531145,106.452,0.20667,32.1,2051,954,0.6825,0.5937,4.039,2426.6
29,78215,,0.08237,-0.85924,-0.004171,0.000485,1.235051,0.002205,0.056351,1.531306,103.279,0.20333,31.56,1718,721,0.7044,0.6108,4.226,2503.6
30,82428,0.49499999999999994,0.15772,-0.72738,-0.003676,0.000427,1.08369,0.005791,0.07323,1.754925,135.0,0.2,32.03,2953,1268,0.6996,0.6413,3.616,2649.4
31,84618,,0.14327,-0.75085,-0.00508,0.001033,1.125522,0.005833,0.094267,1.737813,81.356,0.19667,32.16,1625,573,0.7393,0.6936,3.814,2717.5
32,87642,,0.21393,-0.60515,8e-05,0.001192,1.088146,0.001846,0.040668,1.616891,87.931,0.19333,31.5,2097,935,0.6916,0.6942,3.596,2813.5
33,91489,,0.10479,-0.81443,0.012838,0.000401,1.179609,0.001383,0.025082,1.44532,126.316,0.19,31.67,2710,1145,0.703,0.5641,4.116,2935.0
34,94734,,0.11224,-0.79835,-0.001393,0.000416,1.130376,0.004123,0.075528,1.570598,101.786,0.18667,32.16,2280,973,0.7009,0.6316,3.783,3035.9
35,97700,,0.11991,-0.77748,0.00376,0.00061,1.202135,0.003446,0.064552,1.483667,114.545,0.18333,30.96,2093,881,0.7038,0.6088,4.101,3131.7
36,100411,,0.134,-0.74476,-0.004738,0.000935,1.182129,0.006133,0.074131,1.510019,116.667,0.18,30.98,1934,785,0.7113,0.6631,3.986,3219.2
37,103442,,0.14398,-0.77334,-0.005147,0.000854,1.148075,0.004879,0.068035,1.335291,107.547,0.17667,31.96,2133,906,0.7019,0.669,3.839,3314.1
38,106409,,0.13731,-0.75754,6.9e-05,0.000971,1.119219,0.005169,0.068793,1.416998,92.308,0.17333,31.95,2069,906,0.6955,0.6706,3.728,3407.0
39,109525,,0.13561,-0.74159,-0.00234,0.000549,1.173023,0.004518,0.053314,1.700442,117.647,0.17,31.97,2191,933,0.7013,0.614,4.071,3504.4
40,111379,0.425,0.16075,-0.69269,-0.012106,0.001628,1.061563,0.009029,0.082297,1.610653,84.0,0.16667,32.28,1305,557,0.7009,0.7481,3.507,3573.1
41,114988,,0.13136,-0.75926,-0.000853,0.000787,1.10493,0.003714,0.046088,1.43174,116.327,0.16333,32.16,2542,1075,0.7028,0.6296,3.734,3685.4
42,117456,,0.1547,-0.71901,0.001679,0.001031,1.181496,0.002963,0.042549,1.727451,106.25,0.16,32.29,1702,774,0.6874,0.6382,4.055,3761.8
43,120299,,0.10765,-0.82856,-0.009701,0.000797,1.124614,0.005466,0.09292,2.0452,114.894,0.15667,31.8,2022,829,0.7092,0.6139,3.981,3851.2
44,123947,,0.16768,-0.70328,-0.00022,0.000762,1.111337,0.002396,0.061243,1.587218,176.087,0.15333,31.79,2538,1118,0.6942,0.6469,3.931,3966.0
45,127172,,0.1809,-0.64663,-0.00429,0.00053,1.157275,0.004352,0.09371,1.881003,133.333,0.15,32.35,2158,1075,0.6675,0.5876,4.231,4065.7
46,129781,,0.16053,-0.68982,-0.005927,0.00081,1.032984,0.006645,0.129771,1.868779,115.909,0.14667,32.19,1844,773,0.7046,0.7469,3.688,4146.8
47,132353,,0.20551,-0.62886,0.016034,0.001229,1.088063,-0.001079,0.090402,2.045824,181.395,0.14333,31.7,1830,750,0.7093,0.6653,4.036,4227.9
48,136395,,0.21407,-0.58741,-0.001845,0.000449,1.056868,0.002641,0.047018,3.828078,121.429,0.14,32.03,2741,1309,0.6768,0.6902,3.67,4354.1
49,140063,,0.17117,-0.67116,-0.002967,0.0009,1.033451,0.002809,0.070779,1.711473,124.39,0.13667,32.23,2611,1065,0.7103,0.664,3.538,4467.9
50,143709,0.6325,0.18844,-0.64887,-0.002418,0.000704,1.105994,0.001693,0.022131,1.391682,180.0,0.13333,31.83,2501,1153,0.6845,0.6459,3.803,4601.5
51,146201,,0.17995,-0.65846,-0.005753,0.001672,1.120055,0.006564,0.101016,1.670536,153.846,0.13,31.55,1757,743,0.7028,0.6691,3.976,4680.5
52,148858,,0.17485,-0.68313,-0.001492,0.000776,1.15068,0.002943,0.029984,1.467257,126.316,0.12667,31.94,1811,854,0.6795,0.6657,3.835,4763.7
53,151535,,0.10464,-0.83885,-0.001043,0.00058,1.145388,0.007893,0.054161,1.544972,178.378,0.12333,32.09,1861,824,0.6931,0.6328,3.991,4847.1
54,155159,,0.15371,-0.70329,0.00324,0.000474,1.160267,0.006232,0.060973,5.060464,183.333,0.12,32.13,2408,1224,0.663,0.621,4.076,4959.9
55,157567,,0.09844,-0.82142,-0.003971,0.000694,1.263136,0.005501,0.063691,1.753704,231.429,0.11667,31.54,1648,768,0.6821,0.6031,4.775,5036.3
56,161043,,0.15417,-0.72538,0.000798,0.000526,1.10413,0.003573,0.088263,5.220825,185.294,0.11333,32.18,2287,1197,0.6564,0.6336,3.875,5144.3
