iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
36,97767,,0.18739,-0.65006,-0.003037,0.000596,1.045151,0.000237,0.068374,2.204654,72.222,0.18,32.16,2658,1098,0.7077,0.6576,3.491,3122.4
37,100448,,0.18745,-0.65788,-0.003002,0.000814,1.072565,0.00646,0.073454,1.660282,96.226,0.17667,32.34,1943,746,0.7226,0.7104,3.574,3205.4
38,103308,,0.19375,-0.65322,-0.002454,0.001181,1.050423,0.003164,0.042181,2.276069,92.308,0.17333,32.5,2033,835,0.7089,0.6748,3.457,3293.4
39,105851,,0.14993,-0.70673,-0.003907,0.000896,1.052755,0.002057,0.049367,1.676123,147.059,0.17,31.75,1883,668,0.7381,0.6982,3.557,3373.5
40,108260,0.5525,0.09046,-0.8518,-0.004373,0.00088,1.105574,0.001819,0.044871,1.3669,96.0,0.16667,32.01,1812,605,0.7497,0.6855,3.795,3461.9
41,110687,,0.1086,-0.81549,-0.005501,0.000811,1.05558,0.004983,0.097397,3.324035,128.571,0.16333,31.75,1782,653,0.7318,0.6176,3.71,3538.4
42,114586,,0.16904,-0.68737,-0.001588,0.000551,1.194886,0.006072,0.042074,1.926094,125.0,0.16,32.17,2769,1138,0.7087,0.5862,4.067,3659.6
43,117897,,0.16377,-0.68479,-0.003471,0.000923,1.157732,0.00329,0.038946,1.511105,165.957,0.15667,32.06,2259,1060,0.6806,0.6344,3.996,3762.9
44,120535,,0.29146,-0.42158,-0.001948,0.001147,1.040213,0.004457,0.059222,1.630175,123.913,0.15333,32.39,1748,898,0.6606,0.6801,3.481,3844.3
45,122504,,0.10428,-0.82436,-0.003808,0.001296,1.176835,0.003328,0.042653,1.728492,140.0,0.15,32.19,1434,543,0.7253,0.6414,4.132,3905.5
46,124831,,0.09529,-0.82096,-0.005514,0.000977,1.174251,0.002191,0.065533,4.330801,163.636,0.14667,31.24,1678,657,0.7186,0.5732,4.22,3980.0
