iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2765,0.4875,0.20687,-0.62591,-0.002529,0.011417,1.23514,-0.001566,0.122934,2.077468,56.667,0.3,32.1,2028,745,0.7313,0.5705,4.092,94.2
1,4942,,0.13024,-0.7765,0.019397,0.005667,1.227045,0.000834,0.067998,1.748822,60.674,0.29667,32.24,1613,572,0.7382,0.5981,3.974,161.7
2,9022,,0.24598,-0.50888,-0.001595,0.001905,1.149883,0.006425,0.027169,1.465209,75.0,0.29333,32.4,2819,1269,0.6896,0.677,3.601,287.7
3,13238,,0.25925,-0.497,-0.003392,0.001349,1.178787,0.003288,0.049742,1.446912,82.759,0.29,32.8,2918,1306,0.6908,0.6415,3.713,416.2
4,16792,,0.19004,-0.6279,-0.00016,0.002233,1.167654,0.004171,0.040993,1.72156,59.302,0.28667,32.94,2435,1127,0.6836,0.6342,3.636,524.1
5,18107,,0.13609,-0.73721,-0.005061,0.006676,1.198562,0.004936,0.066098,1.472004,56.471,0.28333,31.54,954,369,0.7211,0.6612,3.804,565.8
6,21741,,0.25966,-0.50478,-0.000391,0.002472,1.247698,0.002119,0.021333,1.378935,71.429,0.28,32.32,2471,1171,0.6785,0.6356,4.04,678.3
7,25603,,0.23442,-0.54602,-0.001438,0.002843,1.172943,0.003744,0.044996,1.534926,72.289,0.27667,32.57,2619,1251,0.6767,0.7088,3.731,796.9
8,28513,,0.20981,-0.60669,-0.003989,0.003004,1.194105,0.004377,0.056834,1.725709,84.146,0.27333,33.1,2030,888,0.6957,0.6068,3.769,884.8
9,30631,,0.11319,-0.80283,-0.006262,0.003927,1.199087,0.00945,0.10119,1.595184,48.148,0.27,32.08,1571,555,0.7389,0.682,3.777,950.9
10,33950,0.035,0.21251,-0.59118,-0.001873,0.002425,1.216212,0.002422,0.028068,1.458454,93.75,0.26667,32.83,2254,1073,0.6775,0.6786,3.98,1059.7
11,37710,,0.21499,-0.607,-0.001842,0.002063,1.198428,0.002664,0.054398,1.527632,75.949,0.26333,32.94,2519,1249,0.6685,0.663,3.829,1173.9
12,41056,,0.19072,-0.64292,-0.004442,0.001688,1.18616,0.003473,0.033383,1.268257,73.077,0.26,32.57,2364,990,0.7048,0.6631,3.706,1276.6
13,44170,,0.22651,-0.55791,-0.00364,0.001643,1.170652,0.002719,0.037217,1.346465,54.545,0.25667,32.63,2161,961,0.6922,0.6182,3.673,1372.0
14,47045,,0.18535,-0.64796,-0.00283,0.001852,1.189579,0.00635,0.043536,1.397054,71.053,0.25333,32.54,1968,915,0.6826,0.6422,3.744,1460.4
15,50823,,0.23728,-0.54349,-0.003785,0.001218,1.174675,0.004302,0.044679,1.459319,76.0,0.25,31.51,2657,1129,0.7018,0.7229,3.737,1580.3
16,55398,,0.22082,-0.6058,-0.004166,0.000942,1.196037,0.004528,0.040908,1.575154,113.514,0.24667,32.04,3071,1512,0.6701,0.6506,3.819,1723.1
17,58638,,0.29946,-0.43701,-0.004318,0.002135,1.176281,0.001257,0.045172,1.548961,73.973,0.24333,32.25,2228,1020,0.686,0.6844,3.725,1823.6
18,61730,,0.19577,-0.64361,-0.003733,0.001984,1.158241,0.001933,0.060313,1.770125,79.167,0.24,31.51,2221,879,0.7165,0.6101,3.675,1921.7
