iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2918,0.5325,0.34635,-0.32462,0.033693,0.012223,0.155215,1.131388,0.530224,3.419516,40.0,0.3,75.26,2324,602,0.7943,0.6955,3.349,47.1
1,5989,,0.37186,-0.28016,0.042524,0.002721,0.364286,-0.773881,0.355906,6.001339,43.82,0.29667,35.73,2479,600,0.8051,0.7562,3.347,133.1
2,8296,,0.41967,-0.19256,-0.003467,0.005239,0.656799,-0.981776,0.164931,5.427828,51.136,0.29333,36.05,1845,470,0.797,0.7229,3.438,197.1
3,11210,,0.29513,-0.4273,-0.00335,0.002457,0.937207,-0.019993,0.144539,1.970289,65.517,0.29,35.09,2292,630,0.7844,0.6791,3.391,280.2
4,12847,,0.23461,-0.54061,0.004954,0.003112,1.022238,-0.001655,0.130629,1.595475,59.302,0.28667,35.43,1271,374,0.7726,0.7008,3.45,326.4
5,16387,,0.22456,-0.57669,-0.002635,0.001139,1.03168,-0.003048,0.099127,1.640039,56.471,0.28333,35.66,2724,824,0.7678,0.6703,3.458,425.7
6,19742,,0.19366,-0.64576,-0.003547,0.00083,1.146929,-0.001715,0.066472,1.806727,71.429,0.28,36.23,2406,957,0.7154,0.6297,3.773,518.3
7,22166,,0.16516,-0.68581,-0.002651,0.001923,1.130317,0.004272,0.104158,1.483608,50.602,0.27667,36.1,1768,664,0.727,0.6547,3.764,585.4
8,24051,,0.22638,-0.5622,-0.000557,0.002327,1.160606,-0.002356,0.019099,1.376713,65.854,0.27333,35.97,1383,510,0.7306,0.6201,3.786,637.9
9,26461,,0.16118,-0.70847,0.00029,0.001806,1.182794,-0.003982,0.013432,1.309336,62.963,0.27,36.5,1767,651,0.7308,0.6651,3.726,703.9
10,29156,0.5225,0.293,-0.39722,-0.008501,0.001617,1.090881,0.002087,0.040838,1.245923,63.75,0.26667,35.89,1889,814,0.6989,0.7118,3.376,787.4
11,30611,,0.12468,-0.76628,-0.000509,0.001771,1.158937,-0.000104,0.012744,1.196977,45.57,0.26333,36.48,1076,387,0.7355,0.6272,3.636,827.3
12,34279,,0.22275,-0.5673,-0.002457,0.000843,1.16443,0.001685,0.042727,1.39101,88.462,0.26,35.69,2689,987,0.7315,0.6863,3.756,930.1
13,37436,,0.21753,-0.56602,-0.001135,0.000767,1.126796,-0.000216,0.029799,1.838444,66.234,0.25667,35.94,2275,890,0.7188,0.6006,3.54,1017.9
14,39285,,0.10882,-0.79271,-0.005203,0.000829,1.23692,0.005198,0.047301,1.369223,67.105,0.25333,36.49,1310,547,0.7054,0.6639,3.89,1068.6
15,42261,,0.24226,-0.56779,-0.001422,0.001363,1.244167,0.003627,0.043511,1.402585,64.0,0.25,36.04,2060,924,0.6903,0.639,3.922,1151.2
16,46463,,0.23058,-0.54973,-0.002897,0.000468,1.167408,0.004932,0.063579,1.466412,81.081,0.24667,36.29,2908,1302,0.6907,0.6417,3.63,1267.0
17,49873,,0.26572,-0.49344,-0.002458,0.001114,1.116874,0.004038,0.029001,1.712529,61.644,0.24333,36.6,2430,988,0.7109,0.7032,3.445,1360.1
18,53019,,0.14301,-0.7476,-0.001053,0.00053,1.187908,0.003608,0.024764,1.25585,83.333,0.24,35.74,2286,868,0.7248,0.6051,3.814,1448.2
19,56946,,0.15333,-0.73586,-0.001367,0.000318,1.126866,0.003998,0.049678,1.321593,54.93,0.23667,36.14,2870,1065,0.7294,0.6408,3.543,1556.9
20,59709,0.52,0.23072,-0.55598,-0.004468,0.00123,1.112168,0.00466,0.078343,1.499995,77.143,0.23333,36.43,2031,740,0.7329,0.6825,3.572,1640.7
21,62442,,0.21434,-0.59819,-0.006896,0.001413,1.152241,0.000371,0.042411,1.472028,60.87,0.23,36.45,1985,756,0.7242,0.6604,3.732,1715.7
22,65329,,0.35527,-0.31341,-0.002107,0.002007,1.073631,0.001553,0.044523,1.442532,75.0,0.22667,36.56,2006,889,0.6929,0.6967,3.357,1794.7
23,67253,,0.18261,-0.65524,0.004132,0.003189,1.151578,0.004162,0.098145,1.565637,58.209,0.22333,35.87,1495,437,0.7738,0.7028,3.667,1848.3
24,70035,,0.18769,-0.64676,-0.000397,0.001431,1.109137,0.002883,0.051436,1.482653,63.636,0.22,36.78,2014,776,0.7219,0.6896,3.526,1924.0
25,72998,,0.14557,-0.73095,-0.003061,0.000944,1.205984,0.002327,0.017144,1.392756,96.923,0.21667,36.42,2191,780,0.7375,0.6194,3.876,2005.4
26,75426,,0.17827,-0.67722,-0.001756,0.002636,1.19108,0.00366,0.039513,1.780296,65.625,0.21333,36.57,1822,614,0.7479,0.7039,3.755,2071.8
27,78853,,0.20752,-0.63714,-0.002011,0.001501,1.179339,0.002673,0.032344,1.394239,71.429,0.21,36.32,2431,1004,0.7077,0.6538,3.687,2166.1
28,82008,,0.27054,-0.49887,-0.0007,0.003163,1.172335,0.003314,0.028976,1.70323,82.258,0.20667,36.23,2203,960,0.6965,0.6686,3.7,2253.2
29,84632,,0.22373,-0.58436,-0.001233,0.001661,1.17165,0.002374,0.025546,1.481287,98.361,0.20333,36.48,1853,779,0.704,0.648,3.753,2325.1
