iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
68,206412,,0.41461,-0.18462,-0.000548,0.001005,1.112309,0.002465,0.038244,1.897997,286.364,0.07333,32.76,2900,1524,0.6555,0.6746,3.923,6363.4
69,208311,,0.40806,-0.17515,-0.006403,0.002356,1.116165,0.004912,0.101397,1.44587,228.571,0.07,33.16,1306,601,0.6848,0.756,3.829,6420.7
70,211782,0.505,0.30925,-0.41515,-0.00604,0.000803,1.100393,0.005255,0.04721,1.569639,300.0,0.06667,32.64,2448,1031,0.7037,0.6871,3.855,6541.2
71,214979,,0.26428,-0.47918,-0.004568,0.001149,1.130895,0.004487,0.055774,1.774608,300.0,0.06333,32.44,2157,1048,0.673,0.6286,3.896,6639.8
72,218243,,0.30907,-0.38491,-0.003911,0.001444,1.093302,0.001922,0.020433,1.653461,266.667,0.06,32.6,2219,1053,0.6782,0.7302,3.621,6739.9
73,221038,,0.26732,-0.49829,-0.00591,0.002757,1.102851,0.004328,0.07998,1.480779,282.353,0.05667,33.35,2042,761,0.7285,0.7401,3.75,6823.7
74,224812,,0.28686,-0.43804,-0.004896,0.001374,1.046173,0.00681,0.058818,1.410108,375.0,0.05333,33.23,2539,1243,0.6713,0.6801,3.696,6937.3
75,228078,,0.35403,-0.31115,8e-06,0.001239,1.063293,0.002326,0.039126,1.751144,360.0,0.05,33.2,2191,1083,0.6692,0.7459,3.757,7035.7
76,232480,,0.40714,-0.18908,0.000903,0.000816,1.062893,0.005335,0.043238,1.676708,385.714,0.04667,33.03,2869,1541,0.6506,0.7007,3.833,7168.9
77,237981,,0.33662,-0.34515,-0.000722,0.000752,1.064124,0.007377,0.033877,5.581813,392.308,0.04333,33.16,3767,1742,0.6838,0.706,3.717,7334.8
78,242727,,0.35982,-0.3008,-0.000919,0.001258,1.048642,0.002886,0.044901,1.996475,375.0,0.04,32.92,3143,1611,0.6611,0.7048,3.568,7479.0
79,246525,,0.31952,-0.37111,-0.002577,0.000991,0.963142,0.01065,0.109193,3.42967,436.364,0.03667,33.46,2696,1110,0.7084,0.7733,3.755,7592.6
80,250193,0.6125,0.31694,-0.39154,0.001006,0.001082,0.959779,0.007461,0.08566,1.959362,540.0,0.03333,32.85,2609,1067,0.7097,0.78,3.782,7720.8
